,0
786,"Not very far from Upton-on-Severn-between it, in fact, and the Malvern Hills-stands the country seat of the Gordons of Bramleys; well-timbered, well-cottaged, well-fenced and well-watered, having in this latter respect, a stream that forks in exactly the right position to feed two large lakes in the grounds."
787,"The tower, which was not supposed to be there, plunges into the earth in a place just before the black pine forest begins to give way to swamp and then the reeds and wind-gnarled trees of the marsh flats."
788,"Dear Halford, When we were together last, you gave me a very particular and interesting account of the most remarkable occurrences of your early life, previous to our acquaintance; and then you requested a return of confidence from me."
789,"Punctually at six o'clock the sun set with a last yellow flash behind the Blue Mountains, a wave of violet shadow poured down Richmond Road, and the crickets and tree frogs in the fine gardens began to zing and tinkle."
790,"Most motor-cars are conglomerations (this is a long word for bundles) of steel and wire and rubber and plastic, and electricity and oil and petrol and water, and the toffee papers you pushed down the crack in the back seat last Sunday. "
791,"Hetherwick had dined that evening with friends who lived in Cadogan Gardens, and had stayed so late in conversation with his host that midnight had come before he left and set out for his bachelor chambers in the Temple; it was, indeed, by the fraction of a second that he caught the last east-bound train at Sloane Square."
792,"Everybody agreed that Nana Coldharp, well up in her eighties now, was at last clearly too old to manage the family Thanksgiving get-together anymore, so this year her late-in-life daughter Hibiscus, known as Biscuit, was to be in charge."
793,"She's taking a moment to rest from the pitched battle, busily inspecting the polished maybe-metal-maybe-magic ovoid now bolted to her back, when the Incubator hops up onto the dashboard of her ship (her very own *spaceship*!) and does the telepathic equivalent of opening its mouth to speak."
794,"My best friend is my rifle, my bosom companion is my palamino stallion, my buddy is my six-shooter — but my sweetheart is my 6.25-inch omelette pan, and death to the man who forgets that or steps between us two."
795,"The Western American Explorers' Club, in the city of San Francisco, was honored as it had never been honored before in the first week of October 1883 by being promised to be first to hear the details of an unexplained, extraordinary adventure; the biggest news story of the year, the story the whole world was waiting impatiently to hear- the tale of Professor William Waterman Sherman's singular voyage."
796,"What can my unworthy pen set down upon the subject of that great heart, that good friend, that magnificent presence, that dauntless explorer, proud statesman, peerless swordsman, accomplished lover, occasional sea captain, amateur sculptor of renown, noted connoisseur, champion short-distance swimmer and warrior poet, the famous soldier of fortune, Nicomo Cosca?"
797,"Having placed in my mouth sufficient bread for three minutes' chewing, I withdrew my powers of sensual perception and retired into the privacy of my mind, my eyes and face assuming a vacant and preoccupied expression."
798,"During the autumn of 18--, while on a tour through the extreme southern provinces of France, my route led me within a few miles of a certain Maison de Sante or private mad-house, about which I had heard much in Paris from my medical friends."
799,The music all that morning had been of the militant type that had dominated the airwaves for the past few weeks; but to the discerning ear there was a grim undertone to it that hadn't been there since the very start of the alien invasion.
800,"The 4.15 from Victoria to Lewes had been held up at Three Bridges in consequence of a derailment and, though John Lexman was fortunate enough to catch a belated connection to Beston Tracey, the wagonette which was the sole communication between the village and the outside world had gone."
801,"It was near the close of a hot, sultry day in midsummer, which I had spent in exploring a part of the shore line of the lake where I was camping, and the tortuous inlet which led into the same; and wearied with the trip I had made I was returning toward the camp."
802,"The freakish little leader of the orchestra, newly imported from Sicily to New York, tossed his conductor's wand excitedly through the air, drowning with musical thunders the hum of conversation and the clatter of plates."
803,"At Paris, just after dark one gusty evening in the autumn of 18--, I was enjoying the twofold luxury of meditation and a meerschaum, in company with my friend C. Auguste Dupin, in his little back library, or book-closet, au troisieme, No. 33, Rue Dunot, Faubourg St. Germain."
804,"Two thousand million or so years ago, at the time of the Coalescence, when the First and Second Galaxies were passing through each other and when myriads of planets were coming into existence where only a handful had existed before, two races of beings were already old; so old that each had behind it many millions of years of recorded history."
805,"""Do you know, Nell,"" said Stas Tarkowski to his friend, a little English girl, ""that yesterday the police came and arrested the wife of Smain, the overseer, and her three children, — that Fatma who several times called at the office to see your father and mine."" "
806,"In Tynets, at the Savage Bull, an inn which belonged to the monastery, were sitting a number of persons, listening to the tales of a veteran warrior, who had come from distant parts, and was relating adventures through which he had passed in war and on the road."
807,"In Tynets, at the Savage Bull, an inn which belonged to the monastery, were sitting a number of persons, listening to the tales of a veteran warrior, who had come from distant parts, and was relating adventures through which he had passed in war and on the road."
808,"The rustic portion of the congregation shouted the familiar hymn with laborious goodwill, overpowering the more cultivated voices that rose from the chancel and the front pews—almost defeating the harsh notes wrung from the harmonium by the village schoolmistress, who also led the singing in a piercing key, supported raucously by her pupils gathered about the unmusical instrument."
809,"Commander James Driscoll, attached to the Intelligence branch of the United States Navy, has asked me to write this, in order that my version may be placed in the files with his own account of certain peculiar transactions which took place in Japan and China some months ago."
810,"It was early autumn, and the woods were just beginning to take to themselves the variegated colors which make our northern forests a wonder to foreigners and an annual delight to those who live within sight of their glorious changes, when two men might have been seen forcing their way through the underbrush of a tamarack swamp, which divided two small lakes near the centre of the wilderness."
811,"We had succeeded, my friend B. and I, in dispensing with almost three of our six months' engagement as Contucteurs Volontares, Section Sanitaire Vingt-et-Unm Ambulance Norton Harjes, Crouix Rouge Americaine, and at the Moment which subsequent experience served to capitalize had just finished the unlovely job of cleansing and greasing (nettoyer is the proper word) the own private flivver of the chef de section, a gentleman by the convenient name of Mr. A."
812,"Granted: I am the inmate of a mental hospital; my keeper is watching me, he never lets me out of his sight; there's a peephole in the door, and my keeper's eye is the shade of brown that can never see through a blue-eyed type like me."
813,"She has often suspected that her last words to herself and in this world will prove to be ‘You bloody old fool’ or, perhaps, depending on the mood of the day or the time of the night, ‘you fucking idiot’.  "
814,"Once upon a time, a girl named September grew very tired indeed of her parents' house, where she washed the same pink-and-yellow teacups and matching gravy boats every day, slept on the same embroidered pillow, and played with the same small and amiable dog."
815,"Weaving her way slowly through the stacks of the Merlin Library with an armload of histories and grimoires, her chin resting on the dull-green leather of the topmost, Sophie Marshall smiled to herself."
816,"Sir Adam Braid rose stiffly from his comfortable seat by the fire and hobbled across the room to the massive bureau which stood across the opposite wall, well outside the radius of the heat from the glowing, heaped-up coals."
817,"Late in the winter of my seventeenth year, my mother decided I was depressed, presumably because I rarely left the house, spent quite a lot of time in bed, read the same book over and over, ate infrequently, and devoted quite a bit of my abundant free time to thinking about death."
818,"""Men half your age and double your weight have been slain on these wastes by Extremity of Cold,"" said the Earl of Lostwithiel, Lord Warden of the Stannaries, and Rider of the Forest and Chase of Dartmoor, to one of this two fellow-travelers."
819,"In a valley shaded with rhododendrons, close to the snow line, where a stream milky with meltwater splashed and where doves and linnets flew among the immense pines, lay a cave, half-hidden by the crag above and the stiff heavy leaves that clustered below."
820,"Of the first few hauntings I investigated with Lockwood and Co. I intend to say little, in part to protect the identity of the victims, in part because of the gruesome nature of the incidents, but mainly because, in a variety of ingenious ways, we succeeded in messing them all up."
821,"It was a hot summer’s day, the wheat stood ripening in the fields and the larks were singing their songs, and the boy without a name made his way across the small footpath past the duck pond towards the main Mansion. "
822,"Three miles up the river Thames from the centre of Oxford, some distance from where the great colleges of Jordan, Gabriel, Balliol, and two dozen others contended for mastery in the boat races, out where the city was only a collection of towers and spires in the distance over the misty levels of Port Meadow, there stood the priory of Godstow, where the gentle nuns went about their holy business; and on the opposite bank from the priory there was an inn called the Trout."
823,"Silent as specters, the tall and the fat thief edged past the dead, noose-strangled watch-leopard, out the thick, lock-picked door of Jengao the Gem Merchant, and strolled east on Cash Street through the thin black night-smog of Lankhmar, City of Sevenscore Thousand Smokes."
824,"I went down yesterday to the Piraeus with Glaucon the son of Ariston, that I might offer up my prayers to the goddess; and also because I wanted to see in what manner they would celebrate the festival, which was a new thing. "
825,"You take a deep breath of salty air as the first raindrops begin to spatter the pavement, and the swollen, slate-colored clouds that blanket the sky mutter ominous portents amongst themselves over the little coastal town of Anchorhead."
826,"In the bosom of one of those spacious coves which indent the eastern shore of the Hudson, at that broad expansion of the river denominated by the ancient Dutch navigators the Tappan Zee, and where they always prudently shortened sail and implored the protection of St. Nicholas when they crossed, there lies a small market town or rural port, which by some is called Greensburgh, but which is more generally and properly known by the name of Tarry Town. "
827,"Augie Odenkirk had a 1997 Datsun that still ran well in spite of high mileage, but gas was expensive, especially for a man with no job, and City Center was on the far side of town, so he decided to take the last bus of the night. "
828,"It started at one thirty on a cold Tuesday morning in January when Martin Turner, street performer and, in his own words, apprentice gigolo, tripped over a body in front of the East Portico of St Paul's at Covent Garden."
829,"Time, time, where does it go when you lose it? A flow, a river; it moved over and through her. Time, for a while, did not exist. But someone kept it for her, in marching figures on the wall in front of her. "
830,"A thong strung over my blowhole shifted slightly to the side, baring the gaping maw of a void through which I spurted out water, air, and my wish to find a companion in this great big oceanic landscape."
831,"It is a little remarkable, that—though disinclined to talk overmuch of myself and my affairs at the fireside, and to my personal friends—an autobiographical impulse should twice in my life have taken possession of me, in addressing the public."
832,"Arthur, the good King of Britain, whose prowess teaches us that we, too, should be brave and courteous, held a rich and royal court upon that precious feast-day which is always known by the name of Pentecost."
833,"It appears from tradition, as well as some parish registers still extant, thst the lands of Dalcastle (or Dalchastel, as it is often spelled) were possessed by a family of the name of Colwan, about one hundred and fifty years ago, and for at least a century previous to at period. "
834,"The pungent smell of smouldering warpstone wafted through the blackened chamber, the corrupt fume slithering into every nook and cranny, oozing between the crumbling bricks, burning into beams of oak and ash, discolouring glass and tarnishing bronze."
835,"On the first day of February, sunny but cold as a frog's balls, a man named Lane Coolman stepped of a flight at Miami International, rented a mainstream Buick, and headed south to meet a man in Key West."
836,"Until I began to build and launch rockets, I didn't know my hometown was at war with itself over its children and that my parents were locked in a kind of bloodless combat over how my brother and I would live our lives."
837,"About thirty years ago, Miss Maria Ward of Huntingdon, with only seven thousand pounds, had the good luck to captivate Sir Thomas Bertram, of Mansfield Park, in the country of Northampton, and to be thereby raised to the rank of a baronet's lady, with all the comforts and consequences of an handsome house and large income."
838,"Dear Sir,  I hope you will forgive the impropriety of this personal letter sent without the benefit of previous acquaintance, but I feel compelled to write you in order that I might, indeed, introduce myself, and also so I might render to you my personal wishes for your hale and happy birthday."
839,"The Hegemony Consul sat on the balcony of his ebony spaceship and played Rachmaninoff's Prelude in C-sharp Minor on an ancient but well-maintained Steinway while great, green, saurian things surged and bellowed in the swamp below."
840,"Most people who have reached their eighties without raising children have every right to believe that they will go on not raising them, and Judith and I were no different until the day they turned up with the social worker, neatly scrubbed and pressed inside their vac-suits and carrying cases with all their remaining worldly possessions."
841,"Here's the scene: It's Thursday evening and the Signalman sits smoking and nursing a flat Diet Dr Pepper, allowing himself to breathe a stingy sigh of relief as twilight finally, mercifully comes crashing down on the desert."
842,"And if you’re a boy with a wide imagination who hikes the beach at Capitola for miles on winter days, hikes until the promontory marking home is a speck you can hide behind your outstretched hand, then you’ll continue hearing a voice in the green and white surf and in the hectoring cries of the gulls."
843,"If you really want to hear about it, the first thing you'll probably want to know is where I was born, and what my lousy childhood was like, and how my parents were occupied and all before they had me, and all that David Copperfield kind of crap, but I don't feel like going into it, if you want to know the truth"
844,"Snow, tenderly caught by eddying breezes, swirled and spun into and out of bright, lustrous shapes that gleamed against the emerald-blazened black drape of sky and sparkled there for a moment, hanging, before settling gently to the soft, green-tufted plain with all the sickly sweetness of an over-written sentence."
845,"A gentle breeze from the northeast after a night of rain, and the washed sky over Malta had a particular quality in its light that sharpened the lines of the noble buildings, bringing out all the virtue of the stone; the air too, was a delight to breathe, and the city of Valletta was as cheerful as though it were fortunate in love or as though it had suddenly heard good news."
846,"Jamal Glover removed his gaze from the displays that formed a sixty-degree arc around his zero-gravity chair, stepped out of the full-immersion workstation, and placed his white-striped black fedora atop his head, applying a jaunty tilt. "
847,"Corporal Carrot, Ankh-Morpork City Guard (Night Watch), sat down in his nightshirt, took up his pencil, sucked the end for a moment, and then wrote: ""Dearest Mume and Dad, Well here is another fine Turnup for the Books, for I have been made Corporal!!"""
848,"The last drops of the thundershower had hardly ceased falling when the Pedestrian stuffed his map into his pocket, settled his pack more comfortably on his tired shoulders, and stepped out from the shelter of a large chestnut-tree into the middle of the road."
849,"As I left the railway station at Worchester and set out on the three mile walk to Ransom's cottage, I reflected the no one on that platform could possibly guess the truth about that man I was going to visit."
850,"""Fire lives the death of air, and air lives the death of fire; water lives the death of earth, earth that of water""...so says Heraclitus, the ancient philosopher of flux and flame, so beloved of the alchemists."
851,"Dave Strider fully admits (just not in public or in a court of law) that Jade Harley is something of a force to be reckoned with when she gets an idea in her head, which is exactly what he assumes has happened when she drops into the chair across from him in the cafeteria with a crap disposable camera, a newspaper, and a gleam in her eye."
852,"People usually didn't say anything when they returned their tapes to the Video Hut: in a single and somewhat graceful movement, they'd approach the counter, slide the tapes toward whoever was stationed behind the register, and wheel back toward the door."
853,"It was a day in the early spring of 1553; Edward the Sixth was King of England, but was slowly fading to his tomb; the spirit of adventure was abroad among all classes, and even children aspired to win their way to lands as yet unknown."
854,"The morning sun rose over purple mountains, its golden bands casting shadows between the sharp crags of rock that divided a myriad of sloping hillsides bespeckled with dewy glass and pastel wildflowers."
855,"They came like a caravn of carnival folk up through the swales of broomstraw and across the hill in the morning sun, the truck rocking and pitching in the ruts and the musicians on chairs in the truckbed teetering and tuning their instruments, the fat man with guitar grinning and gesturing to others in a car behind and bending to give a note to the fiddler who turned a fiddlepeg and listened with a wrinkled face."
856,"They say that the prospect of being hanged in the morning concentrates a man's mind wonderfully; unfortunately, what it inevitably concentrates on is that it is in a body that, in the morning, is going to be hanged."
857,"The moss world, so said one XT-ploitation writer who had reviewed first-contact images of it, was a Victorian parlor of a planet, everywhere padded and bolstered, its cliffs hung with garlands, its crevasses softened with cushions, every cranny silk-woven, every surface napped into velvet."
858,"Emma Woodhouse, handsome, clever, and rich, with a comfortable home and happy disposition, seemed to unite some of the best blessings of existence; and had lived nearly twenty-one years in the world with very little to distress or vex her."
859,"King Vortigern the usurper sat upon his throne in London, when, suddenly, upon a certain day, ran in a breathless messenger, and cried aloud--""Arise, Lord King, for the enemy is come; even Abrosius and Uther, upon whose throne thou sittest--and full twenty thousand with them--and they have sworn by a great oath, Lord, to slay thee, ere this year be done; and even now they march towards thee as the north wind of winter for bitterness and haste."""
860,"About thirty years ago Miss Maria Ward, of Huntingdon, with only seven thousand pounds, had the good luck to captivate Sir Thomas Bertram, of Mansfield Park, in the country of Northampton, and to be thereby raised to the rank of a baronet's lady, with all the comforts and consequences of an handsome house and large income."
861,"The studio was filled with the rich odour of roses, and when the light summer wind stirred amidst the trees of the garden there came through the open door the heavy scent of the lilac, or the more delicate perfume of the pink-flowering thorn."
862,"It started at one thirty on a cold Tuesday morning in January, when Martin Turner, street performer and, in his own words, apprentice gigolo, tripped over a body in front of the West Portico of St. Paul's at Covent Garden."
863,"Squire Trelawney, Dr. Livesey, and the rest of these gentlemen having asked me to write down the whole particulars about Treasure Island, from the beginnin to the end, keeping nothing back but the bearings of the island, and that only because there is still treasure not yet lifted, I take up my pen in the year of grace 17__ and go back to the time when my father kept the Admiral Benbow inn and the brown old seaman with the sabre cut first took up his lodging under our roof."
864,"The history of the Galaxy has got a little muddled, for a number of reasons: partly because those who are trying to keep track of it have got a little muddled, but also because some very muddling things have been happening anyway."
865,"Dr. Augustus Baker was purchasing his afternoon snack, a white-iced donut and 32 ounces of his preferred soda, when he noticed the cluster of three moles at the upper limit of the convenience store employee's zygomatic bone, just below her temple, and abruptly realized that the girl behind the counter was, in truth, the same superheroine who had rescued him from death or serious injury just the week before. "
866,"As I sit down to write here amidst the shadows of vineleaves under the blue sky of southern Italy it comes to me with a certain quality of astonishment that my participation in these amazing adventures of Mr. Cavor was, after all, the outcome of the purest accident."
867,"The dead die hard, they are trespassers on the beyond, they must take the place as they find it, the shafts and manholes back into the muck, till such time as the lord of the manor incurs through his long acquiescence a duty of care in respect of them."
868,"Once on a dark winter's day, when the yellow fog hung so thick and heavy in the streets of London that the lamps were lighted and the shop windows blazed with gas as they do at night, an odd-looking little girl sat in a cab with her father and was driven rather slowly through the big thoroughfares."
869,"In life, Elizabeth Adora Holland was known not only for her loveliness but also for her moral character, so it was fair to assume that in the afterlife she would occupy a lofty seat with an especially good view."
870,"The servants called them malenchki, little ghosts, because they were the smallest and the youngest, and because they haunted the Duke's house like giggling phantoms, darting in and out of rooms, hiding in cupboards to eavesdrop, sneaking into the kitchen to steal the last of the summer peaches."
871,"Alice was beginning to get very tired of sitting by her sister on the bank, and of having nothing to do: once or twice she had peeped into the book her sister was reading, but it had no pictures or conversations in it 'and what is the use of a book,' thought Alice, 'without pictures of conversations?'"
872,"Harold March, the rising reviewer and social critic, was walking vigorously across a great tableland of moors and commons, the horizon of which was fringed with the far-off woods of the famous estate of Torwood Park."
873,"One summer afternoon Mrs Oedipa Maas came home from a Tupper-ware party whose hostess had put perhaps too much kirsch in the fondue to find that she, Oedipa, had been named executor, or she supposed executrix, of the estate of one Pierce Inverarity, a California real estate mogul who had once lost two million dollars in his spare time but still had assets numerous and tangled enough to make the job of sorting it all out more than honorary."
874,"Miss Mandible wants to make love to me but she hesitates because I am officially a child; I am according to the records, according to the gradebook on her desk, according to the card index in the principals office, eleven years old."
875,"It NOT only is my pleasure to announce to you this morning our discovery of this marvelous storehouse containing, among other things, a monumental collection of mnuscripts inscribed on ridulian crystal paper, but I also take pride in giving you our arguments for the authenticity of our discoervies, to tell you why we believe we have uncovered the original journals of Leto II, the God Emperor."
876,"Randall's Bar was at least a mile beneath the rocky surface of Carmella II and had all the inviting ambiance of an open sewer; the sign over the door was simple neon tubes rather than a holo-projection, the lightpool table inside was glitching, and the air had the thin, sour quality that suggested it had already passed through too many lungs."
877,"One summer afternoon Mrs Oedipa Maas came home from a Tupperware party whose hostess had put perhaps too much kirsch in the fondue to find that she, Oedipa, had been named executor, or she supposed executrix, of the estate of one Pierce Inverarity, a California real estate mogul who had once lost two million dollars in his spare time but still had assets numerous and tangled enough to make the job of sorting it all out more than honorary."
878,"When the Stippled Silver Kennel, Inc., went into the wholesale raising of silver foxes for a world market, its two partners brought to the enterprise a comfortable working capital and an uncomfortable ignorance of the brain-reactions of a fox."
879,"His Royal Highness Kaddar, prince of Siraj, duke of Yamut, count of Amar, first lord of the Imperium, heir apparent to His Most Serene Majesty Emperor Ozorne of Carthak, fanned himself and wished the Tortallans would dock."
880,"Suppose that you and I were sitting in a quiet room overlooking a garden, chatting and sipping at our cups of green tea while we talked about something that had happened a long while ago, and I said to you, ""That afternoon when I met so-and-so...was the very best afternoon of my life, and also the very worst afternoon."""
881,"If on a sunny day you climb the steep path leading up from the little wooden bridge still referred to around here as 'the Bridge of Hesitation', you will not have far to walk before the roof of my house becomes visible between the tops of two gingko trees."
882,"Two or three times a year, on important occasions, like the Austrian Embassy Ball or one of Lady Billingstone's famous soirees, the Comtesse de Dreux-Soubise wore the Queen's Necklace upon her white shoulders."
883,"Will said, turning a page, “He liked woad. He says— listen— the decoction of Woad drunken is good for bodies of a strong constitution, as of country people, and such as are accustomed to great labour and hard coarse fare.”"
884,"Around quarter past twelve in a science classroom when the flame just turned green, in the school neighbourhood somebody started to play a piano and that was the time when everything became a mess. (I just quick translatadet it from Hungarian since I couldn't find a good Emglish version.)"
885,Once upon a time--before kings and queens were replaced by an act of Congress and when kissing a frog still sometimes resulted in more than a case of warts--there lived a young princess named Jennifer.
886,"They say that the prospect of being hanged concentrates a man’s mind wonderfully; unfortunately, what the mind inevitably concentrates on is that, in the morning, it will be in a body that is going to be hanged."
887,"Everything within takes place after Jack died and before my mom and I drowned in a burning ferry in the cool tannin-tinted Guaviare River, in east-central Columbia, with forty-two locals we hadn't yet met."
888,"Alice was beginning to get very tired of sitting by her sister on the bank, and of having nothing to do: once or twice she had peeped into the book her sister was reading, but it had no pictures or conversations in it, 'and what is the use of a book,' thought Alice 'without pictures or conversations?'"
889,"In old times when wishing still helped one, there lived a king whose daughters were all beautiful, but the youngest was so beautiful that the sun itself, which has been so much, was astonished whenever it shone in her face."
890,"There was once a little tailor, a good and unremarkable man, who happened to be journeying through a forest, in search of work perhaps, for in those days men travelled great distances to make a meagre living, and the services of a fine craftsman, like our hero, were less in demand than cheap and cobbling hasty work that fitted ill and lasted only briefly."
891,"All true histories contain instruction; though, in some, the treasure may be hard to find, and when found, so trivial in quantity, that the dry, shrivelled kernel scarcely compensates for the trouble of cracking the nut."
892,"Will said, turning a page, ""He liked woad. He says - listen - *the decoction of Woad drunken is good for wounds in bodies of a strong constitution, as of country people, and such as are accustomed to great labour and hard coarse fare.""*"
893,"Kinraddie lands had been won by a Norman childe, Cospatric de Gondeshil, in the days of William the Lyon, when gryphons and such-like beasts still roamed the Scots countryside and folk would waken in their beds to hear the children screaming, with a great wolf-beast, come through the hide window, tearing at their throats."
894,"Lest anyone suppose that I am a cuckoo's child, got on the wrong side of the blanket by a lusty peasant stock and sold into indenture in a shortfallen season, I may say that I am House-born and reared in the Night Court proper, for all the good it did me."
895,"A long time ago, when all the grandfathers and grandmothers of today were little boys and little girls or very small babies, or perhaps not even born, Pa and Ma and Mary and Laura and Baby Carrie left their little house in the Big Woods of Wisconsin."
896,"“Look on the bright side,” says Michael’s boss—his former boss, he corrects himself for the thousandth time—proving that he maybe doesn’t know Michael all that well, despite how long they’ve worked together."
897,"Late in the winter of my seventeenth year, my mother decided I was depressed, presumably because I rarely left the house, spent quite a lot of time in bed, read the same book over and over, ate infrequently, and devoted quite a bit of my abundant free time to thinking about death."
898,"Johor has been chosen as suitable to represent our emissaries to Shikasta—of whom there were many, carrying out a multiplicity of functions—in this compilation of documents selected to offer a very general picture of Shikasta for the use of first-year students of Canopean Colonial Rule."
899,"The game was Carousel Hazard, the stakes were roughly half of all the wealth they commanded in the entire world, and the plain truth was that Locke Lamora and Jean Tannen were getting beaten like a pair of dusty carpets."
900,"SQUIRE Trelawney, Dr. Livesey, and the rest of these gentlemen having asked me to write down the whole particulars about Treasure Island, from the beginning to the end, keeping nothing back but the bearings of the island, and that only because there is still treasure not yet lifted, I take up my pen in the year of grace 17—and go back to the time when my father kept the Admiral Benbow inn and the brown old seaman with the sabre cut first took up his lodging under our roof."
901,"""If we stay here more than just this night, I'm chopping your priced meat worms so they won't ever be near any wet ground again and I'm going to feed them to any hungry monster I lay my eyes upon,"" the petite brunette said calmly, too sweetly for the message she was sending; her demeanor was peaceful but her eyes were murderous."
902,"They say that the prospect of being hanged in the morning concentrates a man’s mind wonderfully; unfortunately, what the mind inevitably concentrates on is that, in the morning, it will be in a body that is going to be hanged."
903,"A tall, slim girl, ""half past sixteen"" with serious grey eyes and hair which her friends called auburn, had sat down on the broad red sandstone doorstep of a Prince Edward Island farmhouse one ripe afternoon in August, firmly resolved to construe so many lines of Virgil."
904,"Alice was beginning to get very tired of sitting by her sister by the bank, and of having nothing to do: once or twice she had peeped into the book her sister was reading, but it has no pictures or conversations in it, ""and what is the use of a book,"" thought Alice, ""without pictures or conversations?"""
905,"In the fabled, glittering world that was St Petersburg before the First World War there lived, in an ice-blue palace overlooking the river Neva,a family on whom the gods seemed to have lavished their gifts with an almost comical abundance."
906,"In a valley shadowed with rhododendrons, close to the snow line, where a stream milky with melt-water splashed and where doves and linnets flew among the immense pines, lay a cave, half-hidden by the crag above and the stiff heavy leaves that clustered below."
907,"A tall, slim girl, ""half-past sixteen,"" with serious gray eyes and hair which her friends called auburn, had sat down on the broad red sandstone doorstep of a Prince Edward Island farmhouse one ripe afternoon in August, firmly resolved to construe so many lines of Virgil."
908,"""Thanks be, I'm done with geometry, learning or teaching it,"" said Anne Shirley, a trifle vindictively, as she thumped a somewhat battered volume of Euclid into a big chest of books, banged the lid in triumph, and sat down upon it, looking at Diana Wright across the Green Gables Garrett, with gray eyes that were like a morning sky."
909,"""How white the moonlight is tonight!"" said Anne Blythe to herself, as she went up the walk of the Wright garden to Diana Wright's front door, where little cherry-blossom petals were coming down on the salty, breeze-stirred air."
910,"And so, the brave crew of millipedes once again decided that selling tacos to belligerent meerkats was ill advised and that they should invest in science denialism, since it might mean the end of the meerkats."
911,"Every once in awhile, in fact, once in a googolplex of eons, life offered the stranger a good day that started with relief of his athlete’s foot and a ticket to watch the Flat Earthers fail yet again to prove the flatness of their planet."
912,"The North Carolina police officers in Asheville took away the bright sword and silver armor, swan winged helm and knightly shield indight with his father's coat-of-arms of Gilberec Parzival Moth when they arrested him."
913,"Upon a midnight in midsummer, in an unchanging ancient house upon the coast, in the year when he was a boy no more and a man not yet, Galen Waylock heard the far-off sound of the sea-bell tolling slowly in his dream."
914,"I realize another century is supposed to pass before you wake from cold sleep, but, since it is my turn to be alive, I thought I should quickly summarized the events of the late Twenty Fifth Century for you, and for Rogers, Graham, Davis,  Taylor, and Arthur."
915,"Into the face of the young man who sat on the terrace of the Hotel Magnifique at Cannes there had crept a look of furtive shame, the shifty, hangdog look which announces that an Englishman is about to talk French."
916,"If Dad had been a coal baron, like Mr. Tudor Carstairs, or a stock- watering captain of industry, like Mrs. Sanderson-Spear’s husband, or descended from a long line of whisky distillers, like Mrs. Carmichael Porter, why, then his little Elizabeth would have been allowed the to sit in seat of the scornful with the rest of the Four Hundred, and this story would never have been written."
917,"From the top of the large boulder he sat on, Ensign Tom Davis looked across the expanse of the cave toward Captain Lucius Abernathy, Science Officer Q’eeng and Chief Engineer Paul West perched on a second, larger boulder, and thought, Well, this sucks."
918,"Midway between Old Oba-Nneewi Road and New Oba-Nnewi Road, in that general area bound by the village church and the primary school, and where Mmiri John Road drops off only to begin again, stood our house in Ojoto."
919,"It was a dark and stormy night; the rain fell in torrents, except at occasional intervals, when it was checked by a violent gust of wind which swept up the streets (for it is in London that our scene lies), rattling along the house-tops, and fiercely agitating the scanty flame of the lamps that struggled against the darkness."
920,"One summer afternoon Mrs. Oedipa Maas came home from a Tupperware party whose hostess had put perhaps too much kirsch in the fondue to find that she, Oedipa, had been named executor, or she supposed executrix, of the estate of one Pierce Inverarity, a California real estate mogul who had once lost two million dollars in his spare time but still had assets numerous and tangled enough to make the job of sorting it all out more than honorary. "
921,The sun has barely crept over the horizon but the gracht is already awash with souls aware to wring a living - or a little more than a living - from the stream of commerce that pulsates through our great city's canals.
922,"Ages ago, Alex, Allen and Alva arrived at Antibes, and Alva allowing all, allowing anyone, against Alex's admonition, against Allen's angry assertion: another African amusement . . . anyhow, as all argued, an awesome African army assembled and arduously advanced against an African anthill, assiduously annihilating ant after ant, and afterward, Alex astonishingly accuses Albert as also accepting Africa's antipodal ant annexation. "
923,"Having placed in my mouth sufficient bread for three minutes' chewing, I withdrew my powers of sensual perception and retired into the privacy of my mind, my eyes and face assuming a vacant and preoccupied expression. "
924,"All day it has been windy - strange weather for late July - the wind swirled through the hedges like an invisble flood-tide among seaweed; tugging, compelling them in its own direction, dragging them one way until the patches of elder and privet sagged outward from the tougher stretches of blackthorn on either side."
925,"The human race, to which so many of my readers belong, has been playing at children's games from the beginning, and will probably do it till the end, which is a nuisance for the few people who grow up. "
926,"Francis Marion Tarwater's uncle had been dead for only half a day when the boy got too drunk to finish digging his grave and a Negro named Buford Munson, who had come to get a jug filled, had to finish it and drag the body from the breakfast table where it was still sitting and bury it in a decent and Christian way, with the sign of its Saviour at the head of the grave and enough dirt on top to keep the dogs from digging it up."
927,"When I finally caught up with Abraham Trahearne, he was drinking beer with an alcoholic bulldog named Fireball Roberts in a ramshackle joint just outside of Sonoma, California, drinking the heart right out of a fine spring afternoon. "
928,"I am an American, Chicago born—Chicago, that somber city—and go at things as I have taught myself, free-style, and will make the record in my own way: first to knock, first admitted; sometimes an innocent knock, sometimes a not so innocent."
929,A biker finds a motorcycle at an old mechanic shop that has a pussy in the seat so you can fuck it while riding; he has to keep it a secret because all the guys in his biker gang would want to fuck it.
930,"Lest anyone should suppose that I am a cuckoo's child, got on the wrong side of the blanket by lusty peasant stock and sold into indenture in a shortfallen season, I may say that I am House-born and reared in the Night Court proper, for all the good it did me."
931,"Few people were out on the water that night, and so there were only a few witnesses to the explosion when the giant, glowing mass of crystal plummeted from the sky, hit the waves with tremendous force, and shattered into shimmering dust."
